row_id,cgid,label,description
601,14532,ro,read only
602,14533,res,resident/fellow/pa/np
603,14534,ms,
604,14535,rph,
605,14536,md,
606,14537,rehab,rehabilitation
607,14538,ro,read only
608,14539,md,
609,14540,ua,
610,14541,res,resident/fellow/pa/np
611,14542,rn,rn
612,14543,md,attending
613,14544,res,resident/fellow/pa/np
614,14545,md,
615,14546,res,resident/fellow/pa/np
616,14547,uco,uco
617,14548,rn,rn
618,14549,rph,pharmacist
619,14550,res,resident/fellow/pa/np
620,14551,rd,dietitian
621,14552,md,resident/fellow/pa/np
622,14553,md,
1949,15949,ro,read only
1950,15950,md,
1951,15951,md,
1952,15952,di,
1953,15953,res,resident/fellow/pa/np
1954,15954,ro,read only
1955,15955,ro,read only
1956,15956,medst,
1957,15957,ro,read only
1958,15958,ro,read only
1959,15959,md,resident/fellow/pa/np
1960,15960,ro,read only
1961,15961,md,read only
1962,15962,ro,read only
1963,15963,rrt,
1964,15964,md,read only
1965,15965,md,
1966,15966,md,
1967,15967,ro,read only
1968,15968,rn,rn
1969,15969,cowker,
1970,15970,md,
1971,15971,ro,read only
1972,15972,pca,
1973,15973,ro,read only
1974,15974,ro,read only
1975,15975,ro,read only
1976,15976,md,
1977,15977,mds,resident/fellow/pa/np
1978,15978,rn,
1979,15979,md,read only
1980,15980,ms,dietitian
1981,15981,res,resident/fellow/pa/np
1982,15982,ro,read only
1983,15983,rn,
1984,15984,ro,read only
1985,15985,pca,
1986,15986,rn,
1987,15987,ro,read only
1988,15988,ms,
1989,15989,ro,read only
1990,15990,rn,
1991,15991,srn,
1992,15992,ro,read only
1993,15993,mds,resident/fellow/pa/np
1994,15994,coopst,
1995,15995,ro,read only
1996,15996,rn,
1997,15997,rn,rn
1998,15998,rn,
1999,15999,ro,read only
2000,16000,ro,read only
2001,16001,ro,read only
2002,16002,ro,read only
2003,16003,std,resident/fellow/pa/np
2004,16004,md,
2005,16005,rn,
2006,16006,ro,read only
2007,16007,md,read only
2008,16008,ro,read only
2009,16009,nurs,rn
2010,16010,rn,
2011,16011,ms,resident/fellow/pa/np
2012,16012,rn,
2013,16013,rn,
2014,16014,ro,read only
2015,16015,rn,
2016,16016,ro,read only
2017,16017,ro,read only
2018,16018,rn,
2019,16019,mds,
2020,16020,rn,case manager
2021,16021,rn,rn
2022,16022,rn,
2023,16023,rn,read only
2024,16024,rn,
2025,16025,rn,case manager
2026,16026,rn,
2027,16027,rn,rn
2028,16028,ro,read only
2029,16029,ro,read only
2030,16030,rehab,rehabilitation
2031,16031,res,resident/fellow/pa/np
2032,16032,rd,dietitian
2033,16033,res,resident/fellow/pa/np
2034,16034,md,
2035,16035,rn,rn
2036,16036,rn,
2037,16037,rn,rn
2038,16038,res,resident/fellow/pa/np
2039,16039,md,
2040,16040,ro,read only
2041,16041,rn,rn
2042,16042,rn,rn
2043,16043,rt,
2098,16044,ro,read only
2099,16045,mds,resident/fellow/pa/np
2100,16046,ro,read only
2101,16047,rn,
2102,16048,ro,read only
2103,16049,uc,
2104,16050,mds,resident/fellow/pa/np
2105,16051,md,
2106,16052,mds,resident/fellow/pa/np
2107,16053,ns,rn
2108,16054,md,
2109,16055,md,resident/fellow/pa/np
2110,16056,ro,read only
2111,16057,rn,
2112,16058,md,
2113,16059,ro,read only
2114,16060,uco,uco
2115,16061,uco,uco
2116,16062,res,resident/fellow/pa/np
2117,16063,res,resident/fellow/pa/np
2118,16064,res,resident/fellow/pa/np
2119,16065,rt,respiratory
2120,16066,medstu,
2121,16067,sw,social worker
2122,16068,md,attending
2123,16069,md,
2124,16070,md,
2125,16071,md,resident/fellow/pa/np
2126,16072,issupp,
2127,16073,mds,resident/fellow/pa/np
2128,16074,ro,read only
2129,16075,ro,read only
2130,16076,mds,resident/fellow/pa/np
2131,16077,md,
2132,16078,md,
2133,16079,res,resident/fellow/pa/np
2134,16080,md,
2135,16081,md,
2136,16082,ms,resident/fellow/pa/np
2137,16083,rn,
2138,16084,md,
2139,16085,md,
2140,16086,md,
2141,16087,medst,
2142,16088,eaw,resident/fellow/pa/np
2143,16089,md,resident/fellow/pa/np
2144,16090,md,resident/fellow/pa/np
2145,16091,ro,read only
2146,16092,mds,read only
2147,16093,rd,dietitian
2148,16094,pa,resident/fellow/pa/np
2149,16095,di,dietitian
2150,16096,ro,read only
2151,16097,rn,
2152,16098,pca,
2153,16099,ro,read only
2154,16100,ro,read only
2155,16101,md,
2156,16102,rn,rn
2157,16103,md,
2158,16104,res,
2159,16105,md,
2160,16106,mds,resident/fellow/pa/np
2161,16107,medst,
2162,16108,mds,read only
2163,16109,ro,read only
2164,16110,ro,read only
2165,16111,admin,
2166,16112,srt,
2167,16113,ra,read only
2168,16114,rn,
2169,16115,ro,read only
2170,16116,rn,
2171,16117,res,resident/fellow/pa/np
2172,16118,rn,
2173,16119,otr/l,
2174,16120,rn,
2175,16121,rn,
2176,16122,pa,
2177,16123,otr/l,
2178,16124,rn,
2179,16125,ro,read only
2180,16126,md,resident/fellow/pa/np
2181,16127,md,
2182,16128,ro,read only
2183,16129,stnrs,
2184,16130,md,
2185,16131,rn,
2186,16132,ro,read only
2187,16133,rn,
2188,16134,ro,read only
2189,16135,pca,
2190,16136,mds,resident/fellow/pa/np
2191,16137,ro,read only
2192,16138,di,
2193,16139,rn,rn
2194,16140,rn,
2195,16141,ro,read only
2196,16142,rn,
2197,16143,ro,read only
2198,16144,di,dietitian
2199,16145,md,resident/fellow/pa/np
2200,16146,ro,read only
2201,16147,cm,case manager
2202,16148,ro,read only
2203,16149,res,resident/fellow/pa/np
2204,16150,sw,social worker
2205,16151,ro,read only
2206,16152,md,
2207,16153,mds,resident/fellow/pa/np
2208,16154,md,resident/fellow/pa/np
2209,16155,md,
2210,16156,md,
2211,16157,ro,read only
2212,16158,phd,
2213,16159,md,
2214,16160,ro,read only
2215,16161,mds,resident/fellow/pa/np
2216,16162,rn,
2217,16163,ro,read only
2218,16164,md,resident/fellow/pa/np
2219,16165,mds,resident/fellow/pa/np
2220,16166,md,
2221,16167,medstu,
2222,16168,ro,read only
2223,16169,md,resident/fellow/pa/np
2224,16170,rehab,rehabilitation
2225,16171,uco,uco
2226,16172,ro,read only
2227,16173,ro,read only
2731,16731,rehab,rehabilitation
2732,16732,ro,read only
2733,16733,rph,pharmacist
2734,16734,md,
2735,16735,rn,
2736,16736,md,
2737,16737,rehab,rehabilitation
2738,16738,ro,read only
2739,16739,res,resident/fellow/pa/np
2740,16740,md,attending
2741,16741,md,
2742,16742,rn,rn
2743,16743,res,resident/fellow/pa/np
2744,16744,rn,rn
2745,16745,md,
2746,16746,rt,respiratory
2747,16747,md,attending
2748,16748,ro,read only
2749,16749,res,resident/fellow/pa/np
2750,16750,res,resident/fellow/pa/np
2751,16751,res,resident/fellow/pa/np
2752,16752,res,resident/fellow/pa/np
2753,16753,res,resident/fellow/pa/np
2754,16754,ro,read only
2755,16755,md,read only
2756,16756,ro,read only
2757,16757,res,resident/fellow/pa/np
2758,16758,res,resident/fellow/pa/np
2759,16759,res,resident/fellow/pa/np
2760,16760,res,resident/fellow/pa/np
2761,16761,res,resident/fellow/pa/np
2762,16762,res,resident/fellow/pa/np
2763,16763,res,resident/fellow/pa/np
2764,16764,cm,case manager
2765,16765,res,resident/fellow/pa/np
2766,16766,rn,rn
2767,16767,md,
2768,16768,res,resident/fellow/pa/np
2769,16769,rn,
2770,16770,md,read only
2771,16771,rph,pharmacist
2772,16772,ro,read only
2773,16773,res,resident/fellow/pa/np
2774,16774,res,resident/fellow/pa/np
2775,16775,res,resident/fellow/pa/np
2776,16776,res,resident/fellow/pa/np
2777,16777,cm,case manager
2778,16778,res,resident/fellow/pa/np
2779,16779,res,resident/fellow/pa/np
2780,16780,res,resident/fellow/pa/np
2781,16781,pct,pct/na
2782,16782,uco,uco
2783,16783,rehab,rehabilitation
2784,16784,md,attending
2785,16785,res,resident/fellow/pa/np
2786,16786,rph,pharmacist
2787,16787,res,resident/fellow/pa/np
2788,16788,ro,read only
2789,16789,rehab,rehabilitation
2790,16790,ro,read only
2791,16791,md,
2792,16792,pct,pct/na
2793,16793,md,
2794,16794,md,read only
2795,16795,ro,read only
2796,16796,res,resident/fellow/pa/np
2797,16797,rn,rn
3012,17363,ro,read only
3013,17364,ro,read only
3014,17365,md,
3015,17366,md,
3016,17367,md,
3017,17368,rph,read only
3018,17369,md,
3019,17370,medstu,resident/fellow/pa/np
3020,17371,md,
3021,17372,medres,resident/fellow/pa/np
3022,17373,md,attending
3023,17374,res,resident/fellow/pa/np
3024,17375,uco,uco
3025,17376,res,resident/fellow/pa/np
3026,17377,res,resident/fellow/pa/np
3027,17378,ro,read only
3028,17379,md,
3029,17380,medst,
3030,17381,ro,read only
3031,17382,ro,read only
3032,17383,md,resident/fellow/pa/np
3033,17384,mds,resident/fellow/pa/np
3034,17385,mds,resident/fellow/pa/np
3035,17386,md,
3036,17387,md,resident/fellow/pa/np
3037,17388,ro,read only
3038,17389,ro,read only
3039,17390,ms,
3040,17391,cowork,pct/na
3041,17392,md,
3042,17393,md,
3043,17394,mds,read only
3394,17395,rph,pharmacist
3395,17396,srn,
3396,17397,rn,rn
3397,17398,rrt,
3398,17399,rn,read only
3399,17400,md,
3400,17401,ro,read only
3401,17402,res,resident/fellow/pa/np
3402,17403,ro,read only
3403,17404,md,
3404,17405,md,
3405,17406,res,resident/fellow/pa/np
3406,17407,md,attending
3407,17408,ro,read only
3408,17409,pct,pct/na
3409,17410,ro,read only
3410,17411,ro,read only
3411,17412,ro,read only
3412,17413,ro,read only
3413,17414,md,
3414,17415,ro,read only
3415,17416,ro,read only
3416,17417,ro,read only
3417,17418,ms,resident/fellow/pa/np
3418,17419,md,attending
3419,17420,pct,
3420,17421,md,attending
3421,17422,res,resident/fellow/pa/np
3422,17423,md,
3423,17424,ro,read only
3424,17425,md,
3425,17426,res,resident/fellow/pa/np
3426,17427,md,
3427,17428,mds,
3428,17429,ro,read only
3429,17430,ro,read only
3430,17431,ro,read only
3431,17432,mds,
3432,17433,md,
3433,17434,ro,read only
3434,17435,rn,rn
3435,17436,md,read only
3436,17437,sw,social worker
3437,17438,nsgst,
3438,17439,rn,
3439,17440,rn,rn
3440,17441,np,
3441,17442,md,attending
3442,17443,rrt,respiratory
3443,17444,ms,read only
3444,17445,ro,read only
3445,17446,rn,rn
3446,17447,res,resident/fellow/pa/np
3447,17448,md,
3448,17449,ro,read only
3449,17450,md,attending
3450,17451,std,
3451,17452,ua,
3452,17453,rn,resident/fellow/pa/np
3453,17454,rn,
3454,17455,ro,read only
3455,17456,ro,read only
3456,17457,rn,rn
3457,17458,rn,
3458,17459,dr,
3459,17460,md,
3460,17461,rn,rn
3461,17462,ro,read only
3462,17463,ro,read only
3463,17464,rn,rn
3464,17465,md,
3465,17466,ro,read only
3466,17467,md,
3467,17468,ro,read only
3468,17469,ro,read only
3469,17470,ro,read only
3470,17471,ro,read only
3471,17472,rn,
3472,17473,uco,uco
3473,17474,rn,rn
3474,17475,res,resident/fellow/pa/np
3475,17476,rn,rn
3476,17477,rrt,
3477,17478,rn,rn
3478,17479,rrt,respiratory
3479,17480,rn,rn
3480,17481,ro,read only
3481,17482,rn,
3482,17483,ro,read only
3483,17484,ro,read only
3484,17485,rn,rn
3486,17487,rrt,
3487,17488,md,
3488,17489,md,
3489,17490,ro,read only
3490,17491,ro,read only
3491,17492,md,
3492,17493,rtst,
3493,17494,ro,read only
3494,17495,rn,
3495,17496,rn,
3496,17497,ro,read only
3497,17498,md,
3498,17499,rn,
3499,17500,ro,read only
3500,17501,ro,read only
3501,17502,ro,read only
3502,17503,res,
3503,17504,md,
3504,17505,coord,
3505,17506,ro,read only
3506,17507,pt,rehabilitation
3507,17508,rn,
3508,17509,md,
3509,17510,md,
3510,17511,rn,
3511,17512,rn,
3512,17513,ro,read only
3513,17514,res,resident/fellow/pa/np
3514,17515,ro,read only
3515,17516,md,resident/fellow/pa/np
3516,17517,rn,
3517,17518,ro,read only
3518,17519,pct,
3519,17520,rn,case manager
3520,17521,di,
3521,17522,res,resident/fellow/pa/np
3522,17523,ro,read only
3523,17524,dr,
3524,17525,rn,rn
3525,17526,std,
3526,17527,md,resident/fellow/pa/np
3527,17528,std,
3528,17529,md,
3529,17530,md,
3530,17531,res,read only
3531,17532,ro,read only
3532,17533,ro,read only
3533,17534,ro,read only
3534,17535,rph,
3535,17536,ms,resident/fellow/pa/np
3536,17537,ro,read only
3537,17538,res,resident/fellow/pa/np
3538,17539,ro,read only
3539,17540,ro,read only
3540,17541,res,resident/fellow/pa/np
3541,17542,res,resident/fellow/pa/np
3542,17543,md,
3543,17544,md,
3544,17545,ro,read only
3545,17546,nustud,
3546,17547,md,
3547,17548,res,resident/fellow/pa/np
2798,16798,pharmd,
2799,16799,md,read only
2800,16800,ro,read only
2801,16801,ro,read only
2802,16802,res,resident/fellow/pa/np
2803,16803,ua,uco
2804,16804,md,
2805,16805,ro,read only
2806,16806,imd,imd
2807,16807,sw,social worker
2808,16808,ro,read only
2809,16809,ro,read only
2810,16810,md,resident/fellow/pa/np
2811,16811,res,resident/fellow/pa/np
2812,16812,ro,read only
2813,16813,mds,
2814,16814,res,resident/fellow/pa/np
2815,16815,ro,read only
2816,16816,ro,read only
2817,16817,ms,
2818,16818,rn,rn
2819,16819,md,
2820,16820,ro,read only
2821,16821,ro,read only
2822,16822,ro,read only
2823,16823,uco,
2824,16824,rtstu,
2825,16825,ms,uco
2826,16826,md,
2827,16827,ua,uco
2828,16828,res,resident/fellow/pa/np
2829,16829,prog,
2830,16830,ro,read only
2831,16831,ms,
2832,16832,uco,
2833,16833,ro,read only
2834,16834,ro,read only
2835,16835,ro,read only
2836,16836,uco,uco
2837,16837,rn,rn
2838,16838,rd,dietitian
2839,16839,ro,read only
2840,16840,ro,read only
2841,16841,ro,read only
2842,16842,rph,
2843,16843,rescha,
2844,16844,ro,read only
2845,16845,stpha,
2846,16846,cowker,
2847,16847,cra,
2848,16848,rrt,
2849,16849,ro,read only
2850,16850,pt,
2851,16851,md,
2852,16852,res,resident/fellow/pa/np
2853,16853,di,dietitian
2854,16854,rt,respiratory
2855,16855,ms,
2856,16856,ro,read only
2857,16857,res,resident/fellow/pa/np
2858,16858,phad,
2859,16859,res,resident/fellow/pa/np
2860,16860,md,read only
2861,16861,rn,rn
2862,16862,sw,social worker
2863,16863,res,resident/fellow/pa/np
2864,16864,rn,
2865,16865,rn,
2866,16866,rn,rn
2867,16867,md,attending
2868,16868,ro,read only
2869,16869,rn,
2870,16870,rn,rn
2871,16871,ro,read only
2872,16872,ro,read only
2873,16873,md,
2874,16874,ro,read only
2875,16875,md,
2876,16876,ro,read only
2877,16877,res,
2878,16878,ro,read only
2879,16879,ro,read only
2880,16880,ro,read only
2881,16881,stu,
2882,16882,res,
2884,16884,ro,read only
2885,16885,md,attending
2886,16886,"rn,rph",
2887,16887,md,
2888,16888,md,read only
2889,16889,ro,read only
2890,16890,rn,rn
2891,16891,uco,uco
2892,16892,ro,read only
2893,16893,ro,read only
2894,16894,rn,
2895,16895,ro,read only
2896,16896,md,
2897,16897,md,
2898,16898,md,
2899,16899,rn,
2900,16900,ro,read only
2901,16901,rn,rn
2902,16902,ms,
2903,16903,rn,
2904,16904,md,
2905,16905,md,
2906,16906,issupp,
2907,16907,md,resident/fellow/pa/np
2908,16908,md,
2909,16909,ro,read only
2910,16910,md,
2911,16911,ro,read only
2912,16912,ro,read only
2913,16913,md,
2914,16914,rn,
2915,16915,rn,rn
2916,16916,rn,
2917,16917,ro,read only
2918,16918,stud,
2919,16919,ro,read only
2920,16920,ro,read only
2921,16921,mds,
2922,16922,md,
2923,16923,rnc,
2924,16924,rrt,respiratory
2925,16925,ro,read only
2926,16926,rn,rn
2927,16927,rph,pharmacist
2928,16928,rnc,
2929,16929,md,read only
2930,16930,ro,read only
2931,16931,coopst,read only
2932,16932,mds,
2933,16933,ro,read only
2934,16934,rn,rn
2935,16935,ro,read only
2936,16936,md,
2937,16937,md,
2938,16938,medst.,
2939,16939,rn,rn
2940,16940,ro,read only
2941,16941,rrt,
2942,16942,pt,
2943,16943,res,resident/fellow/pa/np
2944,16944,res,resident/fellow/pa/np
2945,16945,rrt,respiratory
2946,16946,rn,read only
2947,16947,mds,resident/fellow/pa/np
2948,16948,rn,rn
2949,16949,rn,
2950,16950,rn,
2951,16951,rn,respiratory
2952,16952,ro,read only
2953,16953,uco,uco
2954,16954,rrt,
2955,16955,ro,read only
2956,16956,ms,
2957,16957,rn,rn
2958,16958,std,
2959,16959,md,
2960,16960,rn,rn
2961,16961,md,resident/fellow/pa/np
2962,16962,md,
2963,16963,ro,read only
2964,16964,rn,rn
2965,16965,co-wor,pct/na
2966,16966,ro,read only
2967,16967,ro,read only
2968,16968,ro,read only
2969,16969,ms,
2970,16970,md,
2971,16971,pt,
2972,16973,md,read only
2973,16974,md,resident/fellow/pa/np
2974,16975,rrt,
2975,16976,md,
2976,16977,md,resident/fellow/pa/np
2977,16978,rn,rn
2978,16979,ro,read only
2979,16980,md,resident/fellow/pa/np
2980,16981,msiv,
2981,16982,md,
2982,16983,md,read only
2983,16984,md,
2984,16985,rrt,respiratory
2985,16986,md,
2986,16987,phstud,
2987,16988,md,read only
2988,16989,ro,read only
2989,16990,ro,read only
2990,16991,md,
2991,16992,ro,read only
2992,16993,md,
2993,16994,ro,read only
2994,16995,mds,resident/fellow/pa/np
3044,16996,ro,read only
3045,16997,ro,read only
3046,16998,ro,read only
3047,16999,ro,read only
3048,17000,md,
3049,17001,rn,
3050,17002,rn,
3051,17003,ms,
3052,17004,md,
3053,17005,rn,rn
3054,17006,md,
3055,17007,ro,read only
3056,17008,md,
3057,17009,rn,
3058,17010,rn,rn
3059,17011,ro,read only
3060,17012,ro,read only
3061,17013,rn,rn
3062,17014,pct,pct/na
3063,17015,rn,
3064,17016,ro,read only
3065,17017,ro,read only
3066,17018,rt,respiratory
3067,17019,ro,read only
3068,17020,ro,read only
3069,17021,ro,read only
3070,17022,md,
3071,17023,rn,
3072,17024,ro,read only
3073,17025,crs,read only
3074,17026,phad,
3075,17027,ro,read only
3076,17028,ro,read only
3077,17029,md,read only
3078,17030,mds,resident/fellow/pa/np
3079,17031,mds,
3080,17032,ro,read only
3081,17033,md,read only
3082,17034,imd,imd
3083,17035,ro,read only
3084,17036,ro,read only
3085,17037,md,
3086,17038,md,resident/fellow/pa/np
3087,17039,md,
3088,17040,srt,
3089,17041,res,resident/fellow/pa/np
3090,17042,mds,resident/fellow/pa/np
3091,17043,md,
3092,17044,md,resident/fellow/pa/np
3093,17045,ro,read only
3094,17046,ro,read only
3095,17047,md,
3096,17048,rn,rn
3097,17049,ro,read only
3098,17050,rrt,
3099,17051,md,
3100,17052,isops,administrator
3101,17053,rn,rn
3102,17054,md,resident/fellow/pa/np
3103,17055,res,
3104,17056,md,
3105,17057,md,read only
3106,17058,rn,rn
3107,17059,md,
3108,17060,dietin,
3109,17061,ro,read only
3110,17062,rn,rn
3111,17063,rn,rn
3112,17064,ro,read only
3113,17065,ro,read only
3114,17066,pca,read only
3115,17067,ro,read only
3116,17068,rn,
3117,17069,ro,read only
3118,17070,rn,pharmacist
3119,17071,ro,read only
3120,17072,md,
3121,17073,ro,read only
3122,17074,md,resident/fellow/pa/np
3123,17075,d,
3124,17076,ro,read only
3125,17077,ro,read only
3126,17078,ro,read only
3127,17079,rn,
3128,17080,ro,read only
3129,17081,uco,read only
3130,17082,rn,
3131,17083,md,
3132,17084,rn,
3133,17085,md,
3134,17086,md,
3135,17087,rn,
3136,17088,rn,rn
3137,17089,md,
3138,17090,md,
3139,17091,sn,
3140,17092,pa,resident/fellow/pa/np
3141,17093,ro,read only
3142,17094,rn,
3143,17095,rn,
3144,17096,ro,read only
3145,17097,rn,rn
3146,17098,mds,resident/fellow/pa/np
3147,17099,ro,read only
3148,17100,ro,read only
3149,17101,rn,
3150,17102,rn,
3151,17103,rrt,
3152,17104,ro,read only
3153,17105,ro,read only
3154,17106,md,
3155,17107,ro,read only
3156,17108,md,
3157,17109,md,read only
3158,17110,md,
3160,17112,md,
3161,17113,pt,
3162,17114,rn,rn
3164,17116,ro,read only
3165,17117,ro,read only
3166,17118,mds,resident/fellow/pa/np
3167,17119,ro,read only
3168,17120,ro,read only
3169,17121,rn,
3170,17122,rn,rn
3171,17123,cowker,
3172,17124,mds,resident/fellow/pa/np
3173,17125,rn,
3174,17126,ro,read only
3175,17127,ccp,
3176,17128,rn,
3177,17129,ro,read only
3178,17130,rn,rn
3179,17131,mds,read only
3180,17132,ro,read only
3181,17133,ro,read only
3182,17134,ro,read only
3183,17135,md,
3184,17136,rn,rn
3185,17137,ro,read only
3186,17138,rn,
3187,17139,rrt,resident/fellow/pa/np
3188,17140,corn,rn
3189,17141,ro,read only
3190,17142,md,
3191,17143,ro,read only
3192,17144,cowkr,
3193,17145,ro,read only
3194,17146,di,dietitian
3195,17147,rn,read only
3196,17148,ro,read only
3197,17149,di,
3198,17150,md,
3199,17151,ro,read only
3200,17152,reassi,
3201,17153,md,
3202,17154,md,
3203,17155,rn,rn
3204,17156,rd,dietitian
3205,17157,md,
3206,17158,ms,
3207,17159,licsw,
3208,17160,ro,read only
3209,17161,md,
3210,17162,md,
3211,17163,md,
3212,17164,mds,resident/fellow/pa/np
3213,17165,ro,read only
3214,17166,ua,uco
3215,17167,ms,
3216,17168,ro,read only
3217,17169,rrt,respiratory
3218,17170,md,
3219,17171,rrt,
3220,17172,res,resident/fellow/pa/np
3221,17173,ro,read only
3222,17174,md,
3223,17175,md,resident/fellow/pa/np
3224,17176,res,resident/fellow/pa/np
3225,17177,coopst,pct/na
3226,17178,ro,read only
3227,17179,md,
3228,17180,ro,read only
3229,17181,ro,read only
3230,17182,ro,read only
3231,17183,rn,rn
3232,17184,mds,
3233,17185,md,resident/fellow/pa/np
3234,17186,ro,read only
3235,17187,pct,pct/na
3236,17188,std,
3237,17189,rn,
3238,17190,rn,rn
3239,17191,ro,read only
3240,17192,md,resident/fellow/pa/np
3241,17193,rn,
3242,17194,rn,
3243,17195,res,resident/fellow/pa/np
3244,17196,rn,
3245,17197,ro,read only
3246,17198,res,resident/fellow/pa/np
3247,17199,rrt,read only
3248,17200,ro,read only
3249,17201,std,read only
3250,17202,ro,read only
3251,17203,ro,read only
3252,17204,srn,
3253,17205,ro,read only
3254,17206,rn,
3255,17207,dpm,
3256,17208,ro,read only
3257,17209,res,resident/fellow/pa/np
3258,17210,rn,rn
3259,17211,ro,read only
3260,17212,res,resident/fellow/pa/np
3261,17213,md,
3262,17214,res,resident/fellow/pa/np
3263,17215,rn,
3264,17216,rn,
3265,17217,rn,
3266,17218,rn,
3267,17219,rn,rn
3268,17220,ro,read only
3269,17221,dietin,
3270,17222,rn,rn
3271,17223,md,read only
3272,17224,srt,respiratory
3273,17225,rd,dietitian
3274,17226,res,resident/fellow/pa/np
3275,17227,rn,rn
3276,17228,rehab,rehabilitation
3277,17229,ro,read only
3278,17230,pca,
3279,17231,ro,read only
3280,17232,ro,read only
3281,17233,ro,read only
3282,17234,res,resident/fellow/pa/np
3283,17235,issupp,
3284,17236,md,
3285,17237,res,resident/fellow/pa/np
3286,17238,ro,read only
3287,17239,mds,resident/fellow/pa/np
3288,17240,rn,
3289,17241,cowker,
3290,17242,ro,read only
3291,17243,pt,rehabilitation
3292,17244,ro,read only
3293,17245,ro,read only
3294,17246,rn,
3295,17247,rd,
3296,17248,rn,rn
3297,17249,rn,rn
3298,17250,rn,rn
3299,17251,rn,rn
3300,17252,md,
3301,17253,studen,
3302,17254,sn,
3303,17255,rn,
3304,17256,ro,read only
3305,17257,ro,read only
3306,17258,ro,read only
3307,17259,rn,
3308,17260,md,
3309,17261,ro,read only
3310,17262,md,
3311,17263,ro,read only
3312,17264,rn,
3313,17265,ro,read only
3314,17266,md,
3315,17267,rn,
3316,17268,md,
3317,17269,rn,
3318,17270,rn,rn
3319,17271,md,
3320,17272,ro,read only
3321,17273,rts,
3322,17274,rrt,
3323,17275,rrt,
3324,17276,ms,
3325,17277,rrt,respiratory
3326,17278,res,
3327,17279,md,resident/fellow/pa/np
3328,17280,mds,resident/fellow/pa/np
3329,17281,1390,resident/fellow/pa/np
3330,17282,res,resident/fellow/pa/np
3331,17283,md,
3332,17284,ro,read only
3333,17285,ro,read only
3334,17286,rn,rn
3335,17287,md,read only
3336,17288,md,
3337,17289,rph,
3338,17290,ro,read only
3339,17291,ro,read only
3340,17292,md,resident/fellow/pa/np
3341,17293,md,
3342,17294,st,
3343,17295,rn,rn
3344,17296,md,
3345,17297,md,
3346,17298,md,
3347,17299,md,read only
3348,17300,res,resident/fellow/pa/np
3349,17301,md,
3350,17302,mds,resident/fellow/pa/np
3351,17303,ro,read only
3352,17304,ro,read only
3353,17305,ro,read only
3354,17306,rn,
3355,17307,md,
3356,17308,ro,read only
3357,17309,ms,read only
3358,17310,md,
3359,17311,ro,read only
3360,17312,np,read only
3361,17313,md,
3362,17314,medstu,
3363,17315,md,
3364,17316,phastu,
3365,17317,md,resident/fellow/pa/np
3366,17318,md,read only
3367,17319,std,resident/fellow/pa/np
3368,17320,md,
3369,17321,md,
3370,17322,md,resident/fellow/pa/np
3371,17323,md,
3372,17324,md,
3373,17325,ro,read only
3374,17326,pa,
3375,17327,ro,read only
3376,17328,ro,read only
3377,17329,md,
3378,17330,md,
3379,17331,mds,resident/fellow/pa/np
3380,17332,cpht,
3381,17333,ro,read only
3382,17334,md,
3383,17335,md,
3384,17336,md,
3385,17337,issupp,
3386,17338,md,attending
3387,17339,rn,rn
3388,17340,rt,respiratory
3389,17341,res,resident/fellow/pa/np
3390,17342,res,resident/fellow/pa/np
3391,17343,res,resident/fellow/pa/np
3392,17344,ro,read only
3393,17345,res,
2995,17346,rn,rn
2996,17347,ro,read only
2997,17348,ro,read only
2998,17349,ro,read only
2999,17350,ro,read only
3000,17351,di,dietitian
3001,17352,sw,social worker
3002,17353,md,resident/fellow/pa/np
3003,17354,ro,read only
3004,17355,md,resident/fellow/pa/np
3005,17356,md,
3006,17357,ro,read only
3007,17358,md,
3008,17359,ro,read only
3009,17360,md,
3010,17361,mds,
3011,17362,ro,read only
4623,18625,ro,read only
4624,18626,rrt,
4625,18627,ro,read only
4626,18628,md,
4627,18629,md,read only
4628,18630,md,
4629,18631,md,
4630,18632,pct,pct/na
4631,18633,md,attending
4632,18634,res,resident/fellow/pa/np
4633,18635,res,resident/fellow/pa/np
4634,18636,srt,
4635,18637,md,
4636,18638,rrt,
4637,18639,rn,
4638,18640,ro,read only
4639,18641,res,resident/fellow/pa/np
4640,18642,ro,read only
4641,18643,ro,read only
4642,18644,ro,read only
4643,18645,rrt,
4644,18646,rph,pharmacist
4645,18647,res,resident/fellow/pa/np
4646,18648,ro,read only
4647,18649,md,resident/fellow/pa/np
4648,18650,nstude,
4649,18651,rn,
4650,18652,md,read only
4651,18653,rn,
4652,18654,rn,rn
4653,18655,rn,
4654,18656,md,read only
4655,18657,9596,resident/fellow/pa/np
4656,18658,res,resident/fellow/pa/np
4657,18659,mds,resident/fellow/pa/np
4658,18660,md,
4659,18661,rt,respiratory
4660,18662,isops,read only
4661,18663,rph,pharmacist
4662,18664,ro,read only
4663,18665,crt,
4664,18666,res,resident/fellow/pa/np
4665,18667,rt,respiratory
4666,18668,admin,administrator
4667,18669,res,resident/fellow/pa/np
4668,18670,rrt,
4669,18671,ro,read only
4670,18672,ro,read only
4671,18673,rn,
4672,18674,md,
4673,18675,rn,rn
4674,18676,rn,
4675,18677,pt,
4676,18678,md,
4677,18679,rn,rn
4678,18680,ro,read only
4679,18681,ro,read only
4680,18682,ro,read only
4681,18683,ro,read only
1032,15032,rt,respiratory
1033,15033,res,resident/fellow/pa/np
